ACAT1,80.0
CUTA,80.0
KDELR3,80.0
VPS29,80.0
CLNS1A,80.0
PSMB6,80.0
NUDT5,80.0
SRP9,79.0
TES,79.0
SRSF11,79.0
CIAPIN1,79.0
SUB1,79.0
ATF4,79.0
ARPC5,78.0
UQCR11,78.0
NDUFB10,78.0
NAP1L1,78.0
TTC3,78.0
SNX21,78.0
MRPS11,78.0
COLEC12,77.0
EMP1,77.0
XRCC6,77.0
PLEKHJ1,77.0
SNHG8,77.0
ATP5PO,77.0
PSMA7,76.0
NDUFA11,76.0
NMRK1,76.0
NDUFB9,76.0
ARF4,76.0
PLOD1,76.0
MRPL13,76.0
POMP,76.0
MDH1,76.0
NDUFA10,76.0
COPS9,75.0
CALD1,75.0
TGM2,75.0
SNRPC,75.0
AURKAIP1,75.0
CISD1,75.0
ITM2B,75.0
NDUFS8,75.0
CANX,74.0
EBP,74.0
NBDY,74.0
PNISR,73.0
PPT1,73.0
YWHAQ,73.0
FH,73.0
DHRS7,73.0
ZMIZ1,72.0
SYT6,72.0
PCBP1-AS1,72.0
VANGL1,72.0
NDUFS3,72.0
COL1A1,71.0
CD44,71.0
JPT1,71.0
BYSL,70.0
VSIR,70.0
MYL12A,70.0
GPX1,70.0
TSC2,70.0
TBCB,70.0
SDHB,70.0
UBXN1,69.0
EIF3M,69.0
NDUFB2,69.0
TP53TG1,69.0
ACAA2,69.0
NDUFS7,69.0
SEMA5A,69.0
PEF1,69.0
CCT6A,69.0
ETHE1,69.0
NDUFB3,69.0
QARS1,69.0
ZDHHC12,68.0
ECHS1,68.0
LAMTOR1,68.0
ENSG00000293320,68.0
ETV4,68.0
GAK,67.0
LMAN1,67.0
MDH2,67.0
LMAN2,67.0
YBX1,67.0
HIGD1A,67.0
XRCC5,67.0
SON,67.0
NAA20,66.0
TIMM23,66.0
OSTC,66.0
NME3,66.0
ID1,66.0
EMC4,66.0
PPP1R3C,66.0
BABAM1,66.0
ETFA,65.0
ENSG00000265401,65.0
MCTS1,65.0
YIPF3,65.0
SDHD,65.0
ARL16,65.0
KANK4,65.0
HMGN3,65.0
TXNDC17,65.0
MPV17,65.0
PSMA3,65.0
ACADVL,65.0
GABARAP,65.0
TOMM22,64.0
DDOST,64.0
MRPL21,64.0
POLR2G,64.0
SH3BGRL,64.0
CNIH4,64.0
OCIAD2,64.0
ANKH,64.0
FKBP3,64.0
CAVIN1,63.0
COL5A2,63.0
CPT1A,63.0
LUC7L3,63.0
H4C3,63.0
ARL4A,63.0
STK25,63.0
SEC61G,63.0
PSME1,63.0
PLK2,62.0
ALDH1A1,62.0
GALNT10,62.0
TMCO1,62.0
GNB1,62.0
NRDC,62.0
VCL,62.0
GTF3C1,62.0
GOLGA3,62.0
PPCS,62.0
BAG6,62.0
GNA12,62.0
RAB11A,61.0
GSTO1,61.0
PSMD4,61.0
GPX8,61.0
CALHM2,61.0
MYH10,61.0
ATIC,61.0
TMOD3,61.0
NOP10,61.0
ZNFX1,60.0
PRPF40A,60.0
BSDC1,60.0
GABARAPL2,60.0
SSR3,60.0
HNRNPDL,60.0
RAB1A,60.0
APLP2,60.0
CAND1,60.0
CFAP20,60.0
CDA,60.0
SET,60.0
SERINC3,59.0
DDX39A,59.0
ABI3BP,59.0
GSTM3,59.0
SLC35B2,59.0
HIGD2A,59.0
EIF4H,59.0
MRPL18,59.0
ZNF133,59.0
CARS1,59.0
PA2G4,58.0
DAD1,58.0
RBM23,58.0
DCTD,58.0
EMG1,58.0
TIMP2,58.0
EIF3A,58.0
PDLIM2,58.0
UBE2G2,58.0
AHCYL1,58.0
HIKESHI,58.0
TUBA1B,58.0
PPHLN1,57.0
MTX2,57.0
HEXB,57.0
SNX8,57.0
MMAB,57.0
EIF5B,57.0
CLTA,57.0
RARS1,57.0
ATP1B3,57.0
KDM1A,57.0
IFITM1,57.0
C12orf57,56.0
RFT1,56.0
CIB1,56.0
RPS19BP1,56.0
PKM,56.0
RFXANK,56.0
LEPROT,56.0
PSMC6,56.0
CLU,56.0
GNG5,56.0
PSMA5,56.0
NREP,56.0
PSMD13,56.0
MRPL43,56.0
CCT8,56.0
COL4A1,56.0
CASC3,56.0
GTF2A2,56.0
SPAG7,55.0
PPIH,55.0
THRAP3,55.0
BUD31,55.0
DCTN3,55.0
MRNIP,55.0
CYTOR,55.0
RDH11,55.0
POLR2I,55.0
CCDC85C,54.0
PCSK7,54.0
PTTG1IP,54.0
SEC13,54.0
FADS1,54.0
PLEKHA5,54.0
NME2,54.0
TUBA1B-AS1,54.0
EIF5,54.0
DGCR2,54.0
CKAP5,54.0
MYOF,54.0
MIEN1,54.0
ADI1,54.0
AP2M1,54.0
NDUFB7,54.0
MORF4L2,54.0
SOX4,54.0
SNRPE,54.0
LYPLA1,54.0
NCL,54.0
NPRL2,53.0
COX7A2L,53.0
STMN1,53.0
MIR302CHG,53.0
DIRC3,53.0
NDUFB4,53.0
MRPL10,53.0
RAF1,53.0
HLA-DQB1,53.0
IDH1,53.0
CYB5A,53.0
COPS4,53.0
PRR13,53.0
VMP1,52.0
MRPL45,52.0
SEM1,52.0
RAB3B,52.0
TAF9,52.0
DPM1,52.0
B4GALT7,52.0
MARCKSL1,52.0
HACD3,52.0
FGFR1,52.0
SEC62,52.0
ISCA2,52.0
EEF2,52.0
NAA10,52.0
CKB,51.0
EDF1,51.0
MRPL39,51.0
SF3B6,51.0
IP6K2,51.0
WDR54,51.0
GALNT11,51.0
SMAGP,51.0
COX7B,51.0
MGST3,51.0
NEAT1,51.0
MRPS27,51.0
CCT2,51.0
OS9,51.0
GATAD2A,51.0
NDUFA8,51.0
MAP1B,51.0
RAB18,50.0
MRPL9,50.0
PLLP,50.0
SS18,50.0
ZDHHC3,50.0
SMAD7,50.0
ESD,50.0
SNRPB,50.0
TIMM50,50.0
DGUOK,50.0
ERCC1,50.0
MRPL36,50.0
RBM39,50.0
PMP22,50.0
JKAMP,49.0
TRPT1,49.0
NRBF2,49.0
NSMCE1,49.0
CSNK1A1,49.0
SNHG1,49.0
COL4A2,49.0
KTN1,49.0
SRA1,49.0
COLGALT1,49.0
POLR2J,49.0
RPL7L1,49.0
COMMD1,49.0
SIRT5,49.0
SPRING1,49.0
DAP3,49.0
STMN2,49.0
PODXL,49.0
ATP6AP2,49.0
LMBRD1,49.0
FAM120AOS,49.0
MKI67,49.0
SMARCA4,48.0
SNHG16,48.0
ATP6V1G1,48.0
USP22,48.0
PMPCA,48.0
LARP1,48.0
POLR1H,48.0
SLC2A1,48.0
TSR2,48.0
MRPL17,48.0
MTCO1P12,48.0
SNRPF,48.0
ENSG00000286037,48.0
SPG7,48.0
NCSTN,47.0
SDC2,47.0
GCN1,47.0
PSENEN,47.0
MAEA,47.0
STRA6,47.0
HDGF,47.0
SNRPG,47.0
SUMO1,47.0
ACTN1,47.0
CTNNA1,47.0
DCLK2,47.0
MECR,47.0
MRPL32,47.0
VIM-AS1,47.0
RABAC1,47.0
OSBPL9,47.0
LSM7,47.0
TPD52L1,47.0
MKRN1,47.0
TMED2,47.0
SRSF3,47.0
PEX2,47.0
MAPKAP1,46.0
PYCARD,46.0
DAP,46.0
CDK6,46.0
SEC23IP,46.0
CD34,46.0
ZNF622,46.0
POP5,46.0
CTPS1,46.0
CD82,46.0
COX14,46.0
PI4KA,46.0
ARF1,46.0
XPNPEP1,46.0
DPAGT1,46.0
POLDIP2,45.0
UFC1,45.0
NUDCD3,45.0
ORMDL1,45.0
XRN2,45.0
CDC123,45.0
ARHGAP18,45.0
SAR1B,45.0
HBP1,45.0
REXO2,45.0
DDR2,45.0
ATP5MF,45.0
SWI5,45.0
ISOC2,45.0
EXOSC1,45.0
PIGT,45.0
NUP98,45.0
CREB3,45.0
PHLDA3,45.0
ISCU,45.0
SNAPIN,44.0
COPS7A,44.0
IGFBP4,44.0
DYNC1H1,44.0
SF3A3,44.0
LTA4H,44.0
CSDE1,44.0
TCEAL4,44.0
RGS10,44.0
PFN2,44.0
CDCA7L,44.0
SNRNP35,44.0
PSMB2,44.0
DELE1,44.0
EIF2D,44.0
ABLIM1,44.0
SKP1,43.0
ACTR2,43.0
EYA3,43.0
RNF181,43.0
IL18,43.0
HMGXB4,43.0
TPM4,43.0
PFKL,43.0
RRM2B,43.0
ERG28,43.0
GCAT,43.0
SUGT1,43.0
AK2,43.0
ZFAND2B,43.0
COA3,43.0
ZFAND5,43.0
LAMTOR2,43.0
CAPZA1,43.0
HTRA3,43.0
GSTZ1,43.0
IFT46,43.0
CDV3,43.0
FKBP11,43.0
ARL1,43.0
HSPE1,43.0
ORMDL2,43.0
LASP1,43.0
G6PD,42.0
SSR1,42.0
AGTRAP,42.0
MPC2,42.0
MRPL22,42.0
GOLGA8A,42.0
RSRC2,42.0
CWC15,42.0
BRMS1,42.0
NORAD,42.0
DNAAF5,42.0
RFC1,42.0
METTL5,42.0
SMARCA1,42.0
VCP,42.0
YBX3,42.0
SERPINB1,42.0
SEL1L,41.0
CTSD,41.0
PRSS23,41.0
RAB34,41.0
NANS,41.0
PSMD1,41.0
C8orf33,41.0
DDX21,41.0
RPL26L1,41.0
RTCB,41.0
GJA1,41.0
NBAS,41.0
COL14A1,41.0
NCBP2AS2,41.0
SH3GLB1,41.0
CHCHD3,41.0
HSBP1,41.0
TIMM10,40.0
ARMT1,40.0
MPRIP,40.0
COL5A1,40.0
ZNF511,40.0
UBE2J2,40.0
BEX4,40.0
MYDGF,40.0
ANKLE2,40.0
TPD52L2,40.0
ENSG00000258232,40.0
MRPL57,40.0
ALG3,40.0
TUBGCP6,40.0
GDI2,40.0
KDSR,40.0
LDAF1,40.0
KPNA6,40.0
B4GALT1,40.0
SRI,40.0
ACAA1,40.0
TIMM8B,40.0
FDFT1,40.0
PNP,40.0
YIPF5,40.0
APEH,40.0
MYC,40.0
ENSG00000264577,39.0
AIF1L,39.0
EIF2S2,39.0
TBC1D13,39.0
CLEC16A,39.0
ADGRE5,39.0
CDKN2AIPNL,39.0
PGAM1,39.0
TMED10,39.0
WIPI2,39.0
IRAK1,39.0
PNKD,39.0
SCRN2,39.0
BTBD3,39.0
PLOD3,39.0
CCDC153,39.0
LONP1,39.0
TPBG,39.0
EI24,39.0
MRPL14,39.0
AEN,38.0
HADHB,38.0
RBM25,38.0
HUWE1,38.0
NARF,38.0
LEO1,38.0
SNRNP40,38.0
KRTCAP2,38.0
KLHL36,38.0
LINP1,38.0
TBC1D10B,38.0
POLR3A,38.0
NDUFC2,38.0
UBE2V2,38.0
KPNB1,38.0
TOMM5,38.0
CLIC4,38.0
SMAD2,38.0
SREK1,38.0
GRSF1,38.0
HAX1,38.0
VAMP5,38.0
MLF1,38.0
SULF2,38.0
RNF26,38.0
NECAP2,38.0
RTN4,38.0
SERTAD1,38.0
FKBP15,38.0
NCAPD2,38.0
RCHY1,38.0
EIF2AK1,38.0
DPP8,38.0
NT5E,38.0
SELENOF,38.0
RIDA,38.0
EPRS1,38.0
SLMAP,37.0
SGSH,37.0
UQCR10,37.0
GORASP1,37.0
PPP2R5A,37.0
RAB29,37.0
AOPEP,37.0
SNHG15,37.0
MRPS35,37.0
GALNT6,37.0
SRP72,37.0
TNFAIP2,37.0
PTOV1,37.0
TMEM42,37.0
NDUFB5,37.0
SNHG32,37.0
CAPN8,37.0
LAMC1,37.0
WASHC2C,37.0
STOM,37.0
AIP,37.0
TMEM242,37.0
AMPD2,37.0
PYGL,37.0
CBY1,37.0
BCAS4,37.0
SLC31A2,37.0
PSMD10,37.0
RNF10,37.0
RO60,37.0
ABCC1,37.0
HMGN1,37.0
BAZ1B,37.0
TIMP3,37.0
MEA1,36.0
ACTR1A,36.0
CDKAL1,36.0
ART5,36.0
CCDC69,36.0
ITPA,36.0
MRPS14,36.0
ZDHHC4,36.0
AHCY,36.0
TALDO1,36.0
PSMA1,36.0
HLA-A,36.0
GYPC,36.0
UBXN4,36.0
YTHDF1,36.0
CNIH1,36.0
NOPCHAP1,36.0
DNAJA2,36.0
PCCB,36.0
KMT2C,36.0
PTGR3,36.0
UBR4,36.0
MRPS25,36.0
C11orf58,36.0
TMC6,36.0
CAPRIN1,36.0
CHURC1,36.0
PLEC,36.0
MKRN2,36.0
ENSG00000287697,36.0
CAP1,36.0
MRPS2,36.0
SH3D19,36.0
STMP1,35.0
LRR1,35.0
NIP7,35.0
STUB1,35.0
CMKLR2,35.0
RAB2A,35.0
ATP6V1D,35.0
SDHA,35.0
BNIP3L,35.0
COA4,35.0
ATP2B1,35.0
NSMCE2,35.0
PPP1R13L,35.0
SLC20A2,35.0
ILF3,35.0
DLC1,35.0
SRSF5,35.0
CBR1,35.0
CDC37,35.0
UPP1,35.0
GTF3C4,35.0
PRKAB1,35.0
WASF2,35.0
LSM8,35.0
ANXA7,35.0
ATP5ME,35.0
GPS1,35.0
OAZ2,35.0
PAAF1,35.0
STARD4-AS1,35.0
HMGN2,35.0
HPS1,35.0
ANGPTL4,35.0
MON1A,35.0
AMOTL1,35.0
SNRPA1,35.0
MIER1,35.0
MALL,35.0
MRM3,34.0
BDH2,34.0
ADAMTSL5,34.0
NDUFB6,34.0
THBS1,34.0
CCDC12,34.0
GNA11,34.0
SETD2,34.0
SUGP2,34.0
MROH6,34.0
POLG2,34.0
GPX7,34.0
REST,34.0
RTF2,34.0
NAMPT,34.0
PET100,34.0
ATXN7L3B,34.0
PUM3,34.0
RBM18,34.0
TSPAN3,34.0
ENSG00000291075,34.0
ACAT2,34.0
MED1,34.0
PHLDB2,34.0
FKBP7,34.0
ELP6,34.0
EEF1G,34.0
NFKBIA,34.0
ATP2B4,34.0
MFAP4,34.0
VEZF1,34.0
WFS1,34.0
CHCHD7,34.0
EPB41L4A-AS1,34.0
UQCRC2,33.0
LSM14A,33.0
SELENOT,33.0
PLEKHM2,33.0
ST6GAL1,33.0
CDS2,33.0
ENSG00000284526,33.0
ZNHIT2,33.0
FOXD1,33.0
NAGK,33.0
PAFAH1B2,33.0
ENSG00000276170,33.0
TPM3,33.0
RFK,33.0
ARF3,33.0
TIMM8A,33.0
UBE2L3,33.0
ANK2,33.0
SF1,33.0
SEC16A,33.0
SENP2,33.0
ETFB,33.0
MRPS36,33.0
BCKDK,33.0
RBX1,33.0
DDT,33.0
ZNF589,33.0
TBCK,33.0
CYCS,33.0
SFXN1,33.0
MIR100HG,33.0
ARHGEF10L,33.0
GTF2H5,33.0
MFF,33.0
SRP68,33.0
COPZ1,33.0
SLC27A3,33.0
ZNF605,33.0
GINM1,33.0
PDZRN3,33.0
RCOR1,33.0
DCPS,33.0
ACKR3,33.0
OTUD4,32.0
BRIX1,32.0
URB1,32.0
DLD,32.0
MLEC,32.0
DBNL,32.0
THEM6,32.0
NEDD9,32.0
CZIB,32.0
LINC00963,32.0
PIGC,32.0
RARRES2,32.0
SMURF1,32.0
FBLN1,32.0
LTBR,32.0
SEPTIN11,32.0
NDUFC1,32.0
IFT43,32.0
OXCT1,32.0
DUT,32.0
PQBP1,32.0
KHDRBS1,32.0
RABIF,32.0
THYN1,32.0
HMGA2,32.0
PC,32.0
COPB2,32.0
C19orf33,32.0
TXNRD1,32.0
NGRN,32.0
ZNF71,32.0
ENC1,32.0
IFT22,32.0
CEP57,32.0
YTHDC1,32.0
CFAP36,32.0
ARHGAP5,32.0
ENSG00000250186,32.0
SOCS7,32.0
EHD3,32.0
JTB,32.0
SRRD,31.0
RAD17,31.0
HLA-E,31.0
SEC61A1,31.0
TOMM34,31.0
LARS1,31.0
ARL3,31.0
UBXN6,31.0
POLR2K,31.0
PPFIBP1,31.0
HDAC2,31.0
RBPJ,31.0
UXT,31.0
ITGAE,31.0
MRPS16,31.0
SRGAP2,31.0
ARFGAP3,31.0
CHD2,31.0
ATP11C,31.0
ZNF706,31.0
TATDN1,31.0
ATPAF2,31.0
FAM149B1,31.0
LRRC28,31.0
LLPH,31.0
SF3B5,31.0
BLOC1S2,31.0
FUS,31.0
GIT1,31.0
MRPL15,31.0
ELOF1,31.0
COL8A1,31.0
HEBP1,31.0
TTC1,31.0
OSER1,31.0
ALDH9A1,31.0
EMP3,31.0
MRPL58,31.0
ZNF346,31.0
EIF4EBP1,31.0
ANXA11,31.0
CDK4,31.0
CNOT7,31.0
ECI2,31.0
EIPR1,31.0
MGMT,31.0
ATOX1,31.0
SAR1A,31.0
ENY2,31.0
ZNHIT1,31.0
TXNL1,31.0
MGST1,31.0
SLC25A20,31.0
PSMD11,30.0
FECH,30.0
MORC2-AS1,30.0
PHC1,30.0
POLR2D,30.0
CDK5,30.0
DECR1,30.0
SSB,30.0
ADAR,30.0
MRPL55,30.0
EMC8,30.0
EIF3I,30.0
SNX11,30.0
NCAPH2,30.0
FOXO3,30.0
CFAP68,30.0
SLC16A1,30.0
MALSU1,30.0
PXN-AS1,30.0
SNX6,30.0
CHD6,30.0
SMPD4,30.0
CDC16,30.0
TRIP6,30.0
PSMD14,30.0
TUFM,30.0
SLC25A42,30.0
RCC2,30.0
FAM210B,30.0
MRPL28,30.0
PHLDA1,30.0
PRMT5,30.0
SRRM1,30.0
PROC,30.0
ERAL1,30.0
XIAP,30.0
GSE1,30.0
KIDINS220,30.0
C18orf21,30.0
KIF13A,30.0
NDUFS2,30.0
CTSB,30.0
DRG1,30.0
BFAR,30.0
NELFCD,30.0
CIAO2A,30.0
SMIM30,30.0
ANKRD39,30.0
ATXN2,30.0
PRPF31,30.0
ZNF655,30.0
RUNDC1,30.0
EIF6,30.0
TIPIN,30.0
RABGGTB,30.0
EDA2R,29.0
MRPS26,29.0
CCDC43,29.0
CDC27,29.0
BLTP1,29.0
SNRPD3,29.0
BORCS7,29.0
NUCB1,29.0
ERBB2,29.0
CKAP4,29.0
TRAPPC8,29.0
GARS1,29.0
RSRP1,29.0
ADORA2B,29.0
LMNA,29.0
PSMC5,29.0
MTCH2,29.0
SPCS2,29.0
MT1X,29.0
NXPE3,29.0
MPZL1,29.0
ARHGEF7,29.0
RHOD,29.0
EHD2,29.0
PTRH1,29.0
SPCS1,29.0
IARS1,29.0
ADAT1,29.0
GTF3C6,29.0
DENR,29.0
ZFAND1,29.0
ING5,29.0
VIRMA,29.0
GPBP1,29.0
ANAPC16,29.0
ENSG00000279945,29.0
TMEM69,29.0
BCAP31,29.0
TRIM16,29.0
TBCC,29.0
MT-ND6,29.0
GDAP2,29.0
SRSF9,29.0
PSMG3,29.0
CDH11,29.0
C1QTNF1-AS1,29.0
TRMT61B,29.0
ENSG00000282556,29.0
FLOT1,29.0
EIF2S3,29.0
CCT4,29.0
DDX1,29.0
RBM4,29.0
AP2S1,29.0
REX1BD,28.0
STK17A,28.0
P4HA2,28.0
SLC6A6,28.0
ST13,28.0
ID3,28.0
ZNF136,28.0
MICALL1,28.0
PSMC2,28.0
JMJD4,28.0
BUD23,28.0
ZNF596,28.0
ZNF207,28.0
LINC00938,28.0
GMPPA,28.0
RRP7A,28.0
CHN1,28.0
MAP3K9,28.0
DNAJB6,28.0
RSL24D1,28.0
NETO2,28.0
SPPL3,28.0
TMX1,28.0
PLRG1,28.0
PGAM2,28.0
TNNT3,28.0
MFAP2,28.0
RANGRF,28.0
GSTA4,28.0
FHIP2A,28.0
SEC22B,28.0
